steps,time,reward,delta,converged
1,0.0,-50.756421519005855,0.7363505602194786,False
2,0.0,-84.61288903591117,0.2699203889956612,False
3,0.0,-108.0566365432011,0.11425131574489322,False
4,0.0,-124.5354331367724,0.07042416451938371,False
5,0.009999999999990905,-136.11215034002922,0.04874706061885303,False
6,0.009999999999990905,-144.26843775261707,0.03739662689655521,False
7,0.010000000000047748,-150.0158704643538,0.028532445288836028,False
8,0.009999999999990905,-154.06375790709777,0.02152209516766479,False
9,0.009999999999990905,-156.9126199000745,0.01663869056614775,False
10,0.009999999999990905,-158.91678468094813,0.012843040538339345,False
11,0.009999999999990905,-160.32479724556802,0.00988815999727749,False
12,0.009999999999990905,-161.31359686963188,0.007583108213057188,False
13,0.010000000000047748,-162.00791138071014,0.005796006194243808,False
14,0.009999999999990905,-162.49579640203228,0.004420380638498422,False
15,0.009999999999990905,-162.83913732229988,0.003365349176284005,False
16,0.0,-163.0811913374472,0.002555703568432932,False
17,0.0,-163.25210174581366,0.001935263728836567,False
18,0.0,-163.3729273240407,0.0014612293488395212,False
19,0.0,-163.4584465755003,0.0011003268962905821,False
20,0.0,-163.51902702262845,0.0008265176476859315,False
21,0.0,-163.56195982998182,0.000619458837236575,False
22,0.009999999999990905,-163.59239972199308,0.00046333687588406836,False
23,0.009999999999990905,-163.6140001578393,0.00034592995111404345,False
24,0.009999999999990905,-163.62933965150333,0.0002578445811755037,False
25,0.009999999999990905,-163.64024220384812,0.00019189701683974825,False
26,0.009999999999990905,-163.64799869748876,0.00014261730409437234,False
27,0.010000000000047748,-163.65352177636825,0.00010585616239794371,False
28,0.009999999999990905,-163.6574571849792,7.847655640846884e-05,False
29,0.009999999999990905,-163.66026261184638,5.811361008134508e-05,False
30,0.009999999999990905,-163.66226442194653,4.298914218514582e-05,False
31,0.009999999999990905,-163.66369349660167,3.1769265109227174e-05,False
32,0.009999999999990905,-163.66471355836228,2.3455335005417854e-05,False
33,0.0,-163.66544213060823,1.7301192962115852e-05,False
34,0.0,-163.6659628145935,1.2750258454208296e-05,False
35,0.0,-163.66633467912527,9.387991964759923e-06,True
