step,reward,mean,median,std,max,min
0,-0.10263929618768326,-0.10263929618768326,-0.10263929618768326,0.0,-0.10263929618768326,-0.10263929618768326
1,-0.10162162162162161,-0.10213045890465244,-0.10213045890465244,0.000508837283030826,-0.10162162162162161,-0.10263929618768326
2,-0.10000000000000002,-0.10142030593643497,-0.10162162162162161,0.0010868508316558296,-0.10000000000000002,-0.10263929618768326
3,-0.10190274841437633,-0.10154091655592032,-0.10176218501799897,0.0009641443420469462,-0.10000000000000002,-0.10263929618768326
4,-0.10000000000000002,-0.10123273324473625,-0.10162162162162161,0.0010599845579112878,-0.10000000000000002,-0.10263929618768326
5,-0.10000000000000002,-0.10102727770394687,-0.10081081081081081,0.0010711516926719213,-0.10000000000000002,-0.10263929618768326
6,-0.10473684210526316,-0.10155721547556348,-0.10162162162162161,0.001633542401710147,-0.10000000000000002,-0.10473684210526316
7,-0.10000000000000002,-0.10136256354111806,-0.10081081081081081,0.0016124914914489566,-0.10000000000000002,-0.10473684210526316
8,-0.10000000000000002,-0.10121116759210494,-0.10000000000000002,0.0015794275785566579,-0.10000000000000002,-0.10473684210526316
9,-0.10000000000000002,-0.10109005083289443,-0.10000000000000002,0.0015418027605921853,-0.10000000000000002,-0.10473684210526316
10,-0.10000000000000002,-0.10099095530263132,-0.10000000000000002,0.0015030801460120368,-0.10000000000000002,-0.10473684210526316
11,-0.10160714285714284,-0.10104230426550727,-0.10000000000000002,0.0014491318001124236,-0.10000000000000002,-0.10473684210526316
12,-0.10346153846153845,-0.10122839920366353,-0.10000000000000002,0.0015342821560364861,-0.10000000000000002,-0.10473684210526316
13,-0.10000000000000002,-0.10114065640340185,-0.10000000000000002,0.001511939718278384,-0.10000000000000002,-0.10473684210526316
14,-0.10000000000000002,-0.10106461264317507,-0.10000000000000002,0.0014881268134243628,-0.10000000000000002,-0.10473684210526316
15,-0.10107784431137726,-0.10106543962243769,-0.10000000000000002,0.0014408761511493712,-0.10000000000000002,-0.10473684210526316
16,-0.10000000000000002,-0.10100276670347078,-0.10000000000000002,0.0014201568410722927,-0.10000000000000002,-0.10473684210526316
17,-0.10214285714285716,-0.10106610506121445,-0.10000000000000002,0.0014046345404296764,-0.10000000000000002,-0.10473684210526316
18,-0.10000000000000002,-0.10100999426851896,-0.10000000000000002,0.0013877419648762105,-0.10000000000000002,-0.10473684210526316
19,-0.10111801242236025,-0.10101539517621103,-0.10000000000000002,0.0013528084118967574,-0.10000000000000002,-0.10473684210526316
20,-0.10095642933049949,-0.10101258727879621,-0.10000000000000002,0.001320265546646317,-0.10000000000000002,-0.10473684210526316
21,-0.1016822429906542,-0.10104302617478975,-0.10047821466524975,0.0012974306528805062,-0.10000000000000002,-0.10473684210526316
22,-0.10000000000000002,-0.10099767721066845,-0.10000000000000002,0.0012866164257878774,-0.10000000000000002,-0.10473684210526316
23,-0.10000000000000002,-0.1009561073268906,-0.10000000000000002,0.0012752069850691036,-0.10000000000000002,-0.10473684210526316
24,-0.10426540284360189,-0.10108847914755906,-0.10000000000000002,0.001407708035903827,-0.10000000000000002,-0.10473684210526316
