episode,length,time,reward,delta
0,37.0,0.0,-4.700000000000002,-1.000146711951487
1,7.0,0.0,-1.7,-0.9998275874611465
2,11.0,0.009999999999763531,-2.0999999999999996,-1.000622333035012
3,17.0,0.0,-2.7,-0.10001467119514884
4,21.0,0.0,-3.1000000000000005,-1.000529146060188
5,27.0,0.0,-3.700000000000001,-1.0004798313904022
6,15.0,0.0,-2.5,-1.0002025442929765
7,33.0,0.010000000000218279,-4.300000000000002,-0.9098336144686614
8,19.0,0.0,-2.9000000000000004,-1.0001470733304612
9,12.0,0.0,-2.2,-1.0004336763469368
10,29.0,0.0,-3.9000000000000012,-0.8083118941920502
11,78.0,0.009999999999763531,-6.799999999999988,0.9993585572393123
12,18.0,0.0,-2.8000000000000007,-0.6907634574376365
13,20.0,0.0,-3.0000000000000004,-1.0000154583904184
14,11.0,0.0,-2.0999999999999996,-0.9998048567975447
15,48.0,0.010000000000218279,-5.799999999999999,-0.06907634574376365
16,34.0,0.0,-4.400000000000002,-0.7558135080001023
17,6.0,0.0,-1.6,-0.10005291460601873
18,72.0,0.010000000000218279,-8.19999999999999,-0.6298910116845593
19,112.0,0.0,-12.199999999999976,-0.09098336144686614
20,19.0,0.009999999999763531,-2.9000000000000004,-0.8194774740419444
21,21.0,0.0,-3.1000000000000005,-0.9099208386678298
22,74.0,0.0,-8.39999999999999,-0.09994342675221979
23,15.0,0.0,-2.5,-1.000180566572502
24,48.0,0.010000000000218279,-5.799999999999999,-0.9995881280461271
25,11.0,0.0,-2.0999999999999996,-0.6943387561771913
26,45.0,0.0,-5.5,-0.79232116465823
27,26.0,0.0,-3.600000000000001,-1.000181366624534
28,59.0,0.009999999999763531,-6.899999999999995,-0.6102955291708195
29,32.0,0.0,-2.2000000000000015,0.9993251876895267
30,39.0,0.0,-4.900000000000002,-0.999606051381537
31,19.0,0.010000000000218279,-2.9000000000000004,-0.6908025381484701
32,64.0,0.0,-7.399999999999993,-0.9996032059561549
33,31.0,0.0,-4.100000000000001,-0.9998910866573322
34,34.0,0.009999999999763531,-4.400000000000002,-0.8428633941379805
35,32.0,0.0,-4.200000000000001,-0.634334707218456
36,21.0,0.0,-3.1000000000000005,-0.7797421273040626
37,45.0,0.010000000000218279,-5.5,-1.8999716862872023
38,7.0,0.0,-1.7,-0.06298910116845591
39,13.0,0.0,-2.3,-0.00629891011684558
40,20.0,0.0,-3.0000000000000004,-0.08194774740419453
41,18.0,0.0,-2.8000000000000007,-0.9994552133707706
42,80.0,0.009999999999763531,-8.999999999999988,-0.7584418704809456
43,43.0,0.0,-5.300000000000001,-0.6535060492928446
44,57.0,0.010000000000218279,-6.699999999999996,-0.7358976464339447
45,13.0,0.0,-2.3,-0.9008291139848409
46,25.0,0.0,-3.500000000000001,-0.9999085764698336
47,19.0,0.0,-2.9000000000000004,-0.8433563996226001
48,9.0,0.0,-1.9,-0.8199103221360687
49,79.0,0.009999999999763531,-8.899999999999988,-0.9099571969176965
50,36.0,0.0,-4.600000000000001,-0.6709923402849581
51,41.0,0.010000000000218279,-5.100000000000001,-0.7946509163580093
52,79.0,0.0,-6.899999999999988,0.9997696326892157
53,43.0,0.0,-5.300000000000001,-0.81988507450027
