steps,time,reward,delta,converged
1,0.030000000000654836,-4.456876456876457,100.98043562677239,False
2,0.039999999999054126,-4.161676646706587,101.55155399489766,False
3,0.010000000000218279,-0.9851851851851852,101.57681222731127,False
4,0.030000000000654836,-3.648793565683646,101.57681222731127,False
5,0.020000000000436557,-3.607260726072607,101.57681222731127,False
6,0.010000000000218279,-3.6363636363636362,101.57681222731127,False
7,0.029999999998835847,-4.340845070422535,102.26460322424644,False
8,0.010000000000218279,-2.9407894736842106,102.26460322424644,False
9,0.0,1.0612244897959184,102.26460322424644,False
10,0.0,0.2948717948717949,102.26460322424644,False
11,0.020000000000436557,-4.723270440251572,102.26460322424644,False
12,0.010000000000218279,-2.187878787878788,102.26460322424644,False
13,0.010000000000218279,-1.8434782608695652,102.26460322424644,False
14,0.0,-2.4696969696969697,102.26460322424644,False
15,0.0,-3.8529411764705883,102.26460322424644,False
16,0.00999999999839929,-3.1777777777777776,102.26460322424644,False
17,0.010000000000218279,-0.9672131147540983,102.26460322424644,False
18,0.010000000000218279,-1.8016528925619835,102.26460322424644,False
19,0.0,-0.9285714285714286,102.26460322424644,False
20,0.0,-2.9019607843137254,102.26460322424644,False
21,0.0,1.4047619047619047,102.26460322424644,False
22,0.0,-3.202247191011236,102.26460322424644,False
23,0.0,2.4827586206896552,102.26460322424644,False
24,0.020000000000436557,-4.584677419354839,102.26460322424644,False
25,0.010000000000218279,-6.431192660550459,102.26460322424644,False
26,0.0,1.5897435897435896,102.26460322424644,False
27,0.010000000000218279,-4.682242990654205,102.26460322424644,False
28,0.00999999999839929,-0.9487179487179487,102.26460322424644,False
29,0.0,-2.4477611940298507,102.26460322424644,False
30,0.0,2.3666666666666667,102.26460322424644,False
31,0.010000000000218279,-2.5396825396825395,102.26460322424644,False
32,0.0,2.15625,102.26460322424644,False
33,0.0,4.9411764705882355,102.26460322424644,False
34,0.010000000000218279,-2.25974025974026,102.26460322424644,False
35,0.0,-0.96875,102.26460322424644,False
36,0.010000000000218279,-0.9354838709677419,102.26460322424644,False
