step,reward,mean,median,std,max,min
0,-0.08690476190476189,-0.08690476190476189,-0.08690476190476189,0.0,-0.08690476190476189,-0.08690476190476189
1,-0.11304347826086954,-0.09997412008281571,-0.09997412008281571,0.013069358178053825,-0.08690476190476189,-0.11304347826086954
2,-0.08450704225352108,-0.09481842747305085,-0.08690476190476189,0.012924179459329062,-0.08450704225352108,-0.11304347826086954
3,-0.052173913043478286,-0.0841572988656577,-0.08570590207914149,0.021592934042710277,-0.052173913043478286,-0.11304347826086954
4,-0.08405797101449272,-0.08413743329542471,-0.08450704225352108,0.019313348208474673,-0.052173913043478286,-0.11304347826086954
5,-0.09392265193370164,-0.08576830306847087,-0.08570590207914149,0.018003792107997824,-0.052173913043478286,-0.11304347826086954
6,-0.0807017543859649,-0.08504451039954145,-0.08450704225352108,0.016762295983064657,-0.052173913043478286,-0.11304347826086954
7,-0.07884615384615382,-0.08426971583036799,-0.08428250663400691,0.015813124048296944,-0.052173913043478286,-0.11304347826086954
8,-0.08791208791208789,-0.08467442383944798,-0.08450704225352108,0.014952636016445722,-0.052173913043478286,-0.11304347826086954
9,-0.08674698795180721,-0.0848816802506839,-0.08562701510266416,0.014198936172694923,-0.052173913043478286,-0.11304347826086954
10,-0.07755102040816327,-0.08421525662863659,-0.08450704225352108,0.013701198133425276,-0.052173913043478286,-0.11304347826086954
11,-0.065625,-0.08266606857625021,-0.08428250663400691,0.014088260394337266,-0.052173913043478286,-0.11304347826086954
12,-0.0875,-0.0830379094550002,-0.08450704225352108,0.013596714566295095,-0.052173913043478286,-0.11304347826086954
13,-0.08450704225352108,-0.08314284751203739,-0.08450704225352108,0.013107583939414613,-0.052173913043478286,-0.11304347826086954
14,-0.09533898305084745,-0.08395592321462474,-0.08450704225352108,0.01302344535779519,-0.052173913043478286,-0.11304347826086954
15,-0.0929032258064516,-0.0845151296266139,-0.08562701510266416,0.012794536845619188,-0.052173913043478286,-0.11304347826086954
16,-0.09017857142857144,-0.08484827326202316,-0.08674698795180721,0.012483849809102391,-0.052173913043478286,-0.11304347826086954
17,-0.07105263157894738,-0.08408184872407451,-0.08562701510266416,0.012536916628946954,-0.052173913043478286,-0.11304347826086954
18,-0.1183673469387755,-0.08588634863011141,-0.08674698795180721,0.01440534298468967,-0.052173913043478286,-0.1183673469387755
19,-0.07799999999999999,-0.08549203119860585,-0.08562701510266416,0.014145403835883029,-0.052173913043478286,-0.1183673469387755
20,-0.08877551020408163,-0.08564838734172374,-0.08674698795180721,0.013822198908295828,-0.052173913043478286,-0.1183673469387755
21,-0.08472222222222221,-0.08560628892720094,-0.08573460508701472,0.013505782646393707,-0.052173913043478286,-0.1183673469387755
22,-0.11267605633802813,-0.08678323533636734,-0.08674698795180721,0.014316072253636722,-0.052173913043478286,-0.1183673469387755
23,-0.09043478260869565,-0.086935383139381,-0.08682587492828456,0.014033629983495522,-0.052173913043478286,-0.1183673469387755
24,-0.07843137254901959,-0.08659522271576656,-0.08674698795180721,0.013850706784282293,-0.052173913043478286,-0.1183673469387755
25,-0.08333333333333331,-0.08646976543182681,-0.08573460508701472,0.013596213634635547,-0.052173913043478286,-0.1183673469387755
26,-0.07708333333333332,-0.08612211979854928,-0.08472222222222221,0.013459300255012185,-0.052173913043478286,-0.1183673469387755
27,-0.08674698795180721,-0.0861444365183085,-0.08573460508701472,0.013217279174537981,-0.052173913043478286,-0.1183673469387755
28,-0.09017857142857144,-0.08628354461866239,-0.08674698795180721,0.013008239019686021,-0.052173913043478286,-0.1183673469387755
29,-0.10514285714285712,-0.08691218836946887,-0.08674698795180721,0.01323005677655691,-0.052173913043478286,-0.1183673469387755
30,-0.1107142857142857,-0.08767999796123717,-0.08674698795180721,0.013677502635531573,-0.052173913043478286,-0.1183673469387755
31,-0.1107142857142857,-0.08839981945351993,-0.08682587492828456,0.014046011739992622,-0.052173913043478286,-0.1183673469387755
32,-0.07317073170731707,-0.08793833194605924,-0.08674698795180721,0.014075759676400684,-0.052173913043478286,-0.1183673469387755
33,-0.08888888888888888,-0.08796628950320129,-0.08682587492828456,0.013868148365195464,-0.052173913043478286,-0.1183673469387755
34,-0.07027027027027029,-0.08746068895368898,-0.08674698795180721,0.013982918465381166,-0.052173913043478286,-0.1183673469387755
35,-0.06944444444444446,-0.08696023771732109,-0.08674698795180721,0.014101653885183056,-0.052173913043478286,-0.1183673469387755
