steps,time,reward,delta,converged
1,0.0,-0.18181818181818182,1.0004237220442267,False
2,0.0,-0.25,1.0006774279441046,False
3,0.0,-0.14736842105263162,1.0006774279441046,False
4,0.0,-0.15000000000000002,1.0006774279441046,False
5,0.009999999999990905,-0.11836734693877549,1.0006774279441046,False
6,0.0,-0.13103448275862073,1.0007815222704242,False
7,0.0,-0.2125,1.0007815222704242,False
8,0.009999999999990905,-0.10599999999999975,1.0007815222704242,False
9,0.0,-0.13913043478260873,1.0007815222704242,False
10,0.009999999999990905,-0.12571428571428578,1.0007815222704242,False
11,0.0,-0.18181818181818182,1.0007815222704242,False
12,0.0,-0.12093023255813956,1.0007815222704242,False
13,0.009999999999990905,-0.10857142857142837,1.0007815222704242,False
14,0.0,-0.15000000000000002,1.0009147092825357,False
15,0.0,-0.16923076923076924,1.0009147092825357,False
16,0.0,-0.14285714285714288,1.0009147092825357,False
17,0.010000000000218279,-0.18181818181818182,1.0009147092825357,False
18,0.0,-0.11666666666666661,1.0009147092825357,False
19,0.0,-0.13750000000000004,1.0009147092825357,False
20,0.0,-0.27999999999999997,1.0009147092825357,False
21,0.0,-0.14285714285714288,1.0009147092825357,False
22,0.009999999999990905,-0.14285714285714288,1.0009147092825357,False
23,0.0,-0.16000000000000003,1.0009147092825357,False
24,0.0,-0.13461538461538464,1.0009147092825357,False
25,0.0,-0.12812500000000004,1.0009147092825357,False
26,0.0,-0.13913043478260873,1.0009147092825357,False
27,0.0,-0.11071428571428556,1.0009147092825357,False
28,0.0,-0.12000000000000001,1.0009147092825357,False
29,0.0,-0.16000000000000003,1.0009147092825357,False
30,0.0,-0.19999999999999998,1.0009147092825357,False
31,0.0,-0.12432432432432436,1.0009147092825357,False
32,0.0,-0.19999999999999998,1.0009147092825357,False
33,0.0,-0.17499999999999996,1.0009147092825357,False
34,0.0,-0.16428571428571428,1.0009147092825357,False
35,0.009999999999990905,-0.14736842105263162,1.0009147092825357,False
36,0.0,-0.11551724137931027,1.0009147092825357,False
37,0.0,-0.14500000000000002,1.0009147092825357,False
38,0.0,-0.13103448275862073,1.0009147092825357,False
39,0.0,-0.19999999999999998,1.0009147092825357,False
40,0.0,-0.11451612903225797,1.0009147092825357,False
41,0.009999999999990905,-0.10714285714285691,1.0009147092825357,False
42,0.009999999999990905,-0.10825688073394475,1.0009147092825357,False
43,0.0,-0.11384615384615374,1.0009147092825357,False
44,0.009999999999990905,-0.13913043478260873,1.0009147092825357,False
45,0.0,-0.13750000000000004,1.0009147092825357,False
46,0.0,-0.12432432432432436,1.0009147092825357,False
47,0.009999999999990905,-0.11384615384615374,1.0009147092825357,False
48,0.0,-0.11764705882352938,1.0009147092825357,False
49,0.009999999999990905,-0.1160714285714285,1.0009147092825357,False
50,0.0,-0.12368421052631584,1.0009147092825357,False
51,0.0,-0.11836734693877549,1.0009147092825357,False
52,0.0,-0.12812500000000004,1.0009147092825357,False
53,0.0,-0.11956521739130435,1.0009147092825357,False
54,0.0,-0.13103448275862073,1.0009147092825357,False
55,0.0,-0.13000000000000003,1.0009147092825357,False
56,0.009999999999990905,-0.12142857142857147,1.0009147092825357,False
57,0.0,-0.11836734693877549,1.0009147092825357,False
58,0.0,-0.18181818181818182,1.0009147092825357,False
59,0.0,-0.19999999999999998,1.0009147092825357,False
60,0.0,-0.14736842105263162,1.0009147092825357,False
61,0.0,-0.13103448275862073,1.0009147092825357,False
62,0.0,-0.12432432432432436,1.0009147092825357,False
63,0.0,-0.12903225806451618,1.0009147092825357,False
64,0.0,-0.15000000000000002,1.0009147092825357,False
65,0.0,-0.11730769230769227,1.0009147092825357,False
66,0.0,-0.13461538461538464,1.0009147092825357,False
67,0.0,-0.12647058823529417,1.0009147092825357,False
68,0.009999999999990905,-0.11836734693877549,1.0009147092825357,False
69,0.0,-0.11384615384615374,1.0009147092825357,False
70,0.009999999999990905,-0.10661764705882329,1.0009147092825357,False
71,0.009999999999990905,-0.15000000000000002,1.0009147092825357,False
72,0.0,-0.11199999999999986,1.0009147092825357,False
73,0.0,-0.17499999999999996,1.0009147092825357,False
74,0.009999999999990905,-0.11956521739130435,1.0009147092825357,False
75,0.0,-0.14090909090909093,1.0009147092825357,False
76,0.0,-0.15000000000000002,1.0009147092825357,False
77,0.0,-0.16000000000000003,1.0009147092825357,False
78,0.0,-0.12093023255813956,1.0009147092825357,False
79,0.0,-0.12093023255813956,1.0009147092825357,False
80,0.0,-0.15294117647058827,1.0009147092825357,False
81,0.0,-0.1160714285714285,1.0009147092825357,False
82,0.009999999999990905,-0.15294117647058827,1.0009147092825357,False
83,0.0,-0.13913043478260873,1.0009147092825357,False
84,0.0,-0.13750000000000004,1.0009147092825357,False
85,0.009999999999990905,-0.10833333333333313,1.0009147092825357,False
86,0.0,-0.2125,1.0009147092825357,False
87,0.0,-0.11914893617021276,1.0009147092825357,False
88,0.0,-0.15000000000000002,1.0009147092825357,False
89,0.009999999999990905,-0.11525423728813551,1.0009147092825357,False
90,0.0,-0.13103448275862073,1.0009147092825357,False
91,0.0,-0.16000000000000003,1.0009147092825357,False
92,0.009999999999990905,-0.11956521739130435,1.0009147092825357,False
93,0.0,-0.11304347826086944,1.0009147092825357,False
94,0.020000000000209184,-0.10514285714285701,1.0009147092825357,False
95,0.0,-0.16428571428571428,1.0009147092825357,False
96,0.009999999999990905,-0.11836734693877549,1.0009147092825357,False
97,0.0,-0.11199999999999986,1.0009147092825357,False
98,0.009999999999990905,-0.11874999999999998,1.0009147092825357,False
99,0.0,-0.12250000000000005,1.0009147092825357,False
100,0.0,-0.14500000000000002,1.0009147092825357,False
101,0.009999999999990905,-0.12195121951219516,1.0009147092825357,False
102,0.0,-0.1140624999999999,1.0009147092825357,False
103,0.0,-0.13461538461538464,1.0009147092825357,False
