episode,length,time,reward,delta
0,29.0,0.0,-3.9000000000000012,-1.0006912054078256
1,18.0,0.0,-2.8000000000000007,-1.0008948278276415
2,22.0,0.009999999999308784,-3.2000000000000006,-1.0003764649772653
3,62.0,0.0,-7.199999999999994,-1.0004887001603646
4,136.0,0.020000000000436557,-14.599999999999968,-1.0004188663298388
5,7.0,0.0,-1.7,-0.9100008535319319
6,51.0,0.0,-6.099999999999998,-1.0009071105327152
7,104.0,0.0,-11.399999999999979,-1.0008704472141112
8,117.0,0.0,-12.699999999999974,-1.0007191122560684
9,8.0,0.0,-1.7999999999999998,-0.9099861208663074
10,9.0,0.0,-1.9,-0.8891586166733297
11,26.0,0.0,-3.600000000000001,-1.0003265260808605
12,20.0,0.0,-3.0000000000000004,-0.8809628550284356
13,30.0,0.0,-4.000000000000002,-0.9999294658393828
14,72.0,0.010000000000218279,-8.19999999999999,-0.8110339292109148
15,18.0,0.0,-2.8000000000000007,-1.0005282390788643
16,57.0,0.009999999999308784,-6.699999999999996,-1.0008576752693858
17,12.0,0.0,-2.2,-0.9100073568304281
18,34.0,0.010000000000218279,-4.400000000000002,-1.0006232285978083
19,161.0,0.010000000000218279,-17.09999999999996,-0.8889466981084891
20,29.0,0.0,-3.9000000000000012,-0.9100175568832412
21,28.0,0.0,-3.800000000000001,-1.0004632784128593
22,149.0,0.009999999999308784,-15.899999999999963,-1.0005579800308035
23,40.0,0.010000000000218279,-5.000000000000002,-1.0000820749241823
24,37.0,0.0,-4.700000000000002,-0.9001365953641093
25,111.0,0.010000000000218279,-12.099999999999977,-1.0005700488310596
26,31.0,0.010000000000218279,-4.100000000000001,-1.0005112253567592
27,26.0,0.0,-3.600000000000001,-0.9999890399943014
28,144.0,0.009999999999308784,-15.399999999999965,-1.0003634436481204
29,42.0,0.0,-5.200000000000001,-1.0006620435514242
30,37.0,0.0,-4.700000000000002,-0.8989652155842739
31,103.0,0.0,-11.29999999999998,-0.9999789007125993
32,36.0,0.0,-4.600000000000001,-0.9009492058869426
33,31.0,0.0,-4.100000000000001,-0.8888239516380868
34,28.0,0.009999999999308784,-3.800000000000001,-0.9009621100067693
35,106.0,0.010000000000218279,-11.599999999999978,-0.9100151807191448
36,22.0,0.0,-3.2000000000000006,-0.8891641169748352
37,60.0,0.010000000000218279,-6.999999999999995,-0.8910959678835028
38,50.0,0.0,-5.999999999999998,-0.9002052853093381
39,26.0,0.010000000000218279,-3.600000000000001,-1.000398454220602
40,73.0,0.0,-8.29999999999999,-0.9018948387466251
41,24.0,0.0,-3.400000000000001,-0.8893216947227783
42,23.0,0.0,-3.3000000000000007,-1.0003093154922642
43,32.0,0.009999999999308784,-4.200000000000001,-0.8889179474563552
44,28.0,0.0,-3.800000000000001,-0.8889577804757793
45,44.0,0.010000000000218279,-5.4,-0.8928443098996125
46,32.0,0.0,-4.200000000000001,-0.8892344275610673
47,16.0,0.0,-2.6000000000000005,-0.08110339292109148
48,53.0,0.0,-6.299999999999997,-0.8888279654651281
49,92.0,0.010000000000218279,-10.199999999999983,-1.0003800153590285
50,138.0,0.009999999999308784,-14.799999999999967,-1.000380325626198
51,122.0,0.010000000000218279,-13.199999999999973,-0.8888208396870642
52,30.0,0.010000000000218279,-4.000000000000002,-1.0002363789006914
53,49.0,0.0,-5.899999999999999,-1.0003915086919553
54,92.0,0.010000000000218279,-10.199999999999983,-1.0002959544061993
55,86.0,0.009999999999308784,-9.599999999999985,-0.8889751756031867
56,130.0,0.010000000000218279,-13.99999999999997,-0.901912955636857
57,58.0,0.010000000000218279,-6.799999999999995,-0.808934386374678
58,143.0,0.010000000000218279,-15.299999999999965,-1.0001955761437595
59,55.0,0.009999999999308784,-6.4999999999999964,-0.10005282390788639
60,171.0,0.010000000000218279,-18.099999999999973,-0.892102892478043
61,123.0,0.010000000000218279,-13.299999999999972,-0.8099146499394742
62,92.0,0.010000000000218279,-10.199999999999983,-1.000824651964697
63,33.0,0.009999999999308784,-4.300000000000002,-0.9100228952731332
64,105.0,0.010000000000218279,-11.499999999999979,-1.0007871339918166
65,26.0,0.0,-3.600000000000001,-0.8888066274078221
66,56.0,0.010000000000218279,-6.599999999999996,-0.8889551433135818
67,27.0,0.0,-3.700000000000001,-0.9099482095493148
68,63.0,0.010000000000218279,-7.299999999999994,-0.9008129016382066
69,33.0,0.0,-4.300000000000002,-0.8911259760373975
70,242.0,0.019999999999527063,-25.200000000000074,-0.8900164170530528
71,59.0,0.010000000000218279,-6.899999999999995,-1.0004742923615315
72,221.0,0.020000000000436557,-23.100000000000044,-1.0004792919249068
73,73.0,0.0,-8.29999999999999,-0.8889767135414717
74,36.0,0.0,-4.600000000000001,-0.10004426480737494
75,69.0,0.010000000000218279,-7.8999999999999915,-0.9099575245016933
76,69.0,0.0,-7.8999999999999915,-1.0005648075947073
77,88.0,0.0,-9.799999999999985,-0.9100577916184085
78,124.0,0.010000000000218279,-13.399999999999972,-1.0004165911587335
79,48.0,0.0,-5.799999999999999,-0.8888466780630622
80,80.0,0.010000000000218279,-8.999999999999988,-0.8888508475517619
81,164.0,0.010000000000218279,-17.399999999999963,-0.8988204632867102
82,68.0,0.010000000000218279,-7.799999999999992,-0.10008246519646968
83,45.0,0.009999999999308784,-5.5,-0.910024189074599
84,26.0,0.0,-3.600000000000001,-0.10004632784128598
85,154.0,0.010000000000218279,-16.399999999999963,-0.08089343863746778
86,67.0,0.010000000000218279,-7.699999999999992,-0.88880117765425
87,78.0,0.010000000000218279,-8.799999999999988,-1.0003815996866385
88,56.0,0.0,-6.599999999999996,-0.9100075198243329
89,260.0,0.020000000000436557,-27.0000000000001,-0.9100595517119718
90,312.0,0.019999999999527063,-32.20000000000017,-0.8200296374891651
91,40.0,0.010000000000218279,-5.000000000000002,-0.8118481621341637
92,268.0,0.020000000000436557,-27.80000000000011,-0.8887976979682672
93,108.0,0.009999999999308784,-11.799999999999978,-0.8099175799963452
94,335.0,0.020000000000436557,-34.500000000000206,-1.000673682855073
95,226.0,0.020000000000436557,-23.60000000000005,-0.10008948278276397
96,266.0,0.019999999999527063,-27.600000000000108,-1.0005335565831666
97,248.0,0.020000000000436557,-25.800000000000082,-0.08892344275610675
98,74.0,0.009999999999308784,-8.39999999999999,-0.8919920123527902
99,52.0,0.010000000000218279,-6.1999999999999975,-0.10004165911587348
100,44.0,0.0,-5.4,-1.0000466787532365
101,167.0,0.020000000000436557,-17.699999999999967,-0.808815374900537
102,245.0,0.019999999999527063,-25.500000000000078,-0.8188659831166278
103,228.0,0.020000000000436557,-23.800000000000054,-0.8035387984149513
104,169.0,0.009999999999308784,-17.89999999999997,-0.10002959544062007
105,500.0,0.0500000000001819,-50.10000000000044,0.0
106,500.0,0.02999999999974534,-50.10000000000044,-1.2258154213906636e-10
107,500.0,0.030000000000654836,-50.10000000000044,0.0
108,500.0,0.03999999999996362,-50.10000000000044,0.0
109,500.0,0.03999999999996362,-50.10000000000044,0.0
110,500.0,0.02999999999974534,-50.10000000000044,0.0
111,448.0,0.02999999999974534,-45.80000000000037,-0.08889577804757776
112,369.0,0.02999999999974534,-37.900000000000254,-0.09099309671703582
113,379.0,0.02999999999974534,-38.90000000000027,-1.0007645494188886
114,500.0,0.040000000000873115,-50.10000000000044,0.0
115,500.0,0.03999999999996362,-50.10000000000044,0.0
116,366.0,0.02999999999974534,-37.60000000000025,-0.1000557980030804
117,500.0,0.03999999999996362,-50.10000000000044,-4.163336342344337e-16
118,129.0,0.010000000000218279,-13.89999999999997,-0.8090409678867745
119,194.0,0.019999999999527063,-20.400000000000006,-1.0002697848531796
120,500.0,0.03999999999996362,-50.10000000000044,0.0
121,500.0,0.02999999999974534,-50.10000000000044,0.0
122,500.0,0.030000000000654836,-50.10000000000044,0.0
123,227.0,0.019999999999527063,-23.700000000000053,-0.8100254388967322
124,466.0,0.03999999999996362,-47.60000000000039,-0.8108150950657723
125,190.0,0.020000000000436557,-20.0,-0.08118481621341633
126,119.0,0.009999999999308784,-12.899999999999974,-0.8017452692904848
127,500.0,0.03999999999996362,-50.10000000000044,0.0
128,102.0,0.010000000000218279,-11.19999999999998,-0.08188659831166278
129,500.0,0.03999999999996362,-50.10000000000044,0.0
130,500.0,0.03999999999996362,-50.10000000000044,1.3469780846264712e-13
131,500.0,0.030000000000654836,-50.10000000000044,6.938893903907228e-17
132,500.0,0.03999999999996362,-50.10000000000044,0.0
133,304.0,0.020000000000436557,-31.400000000000162,-0.08108150950657722
134,500.0,0.03999999999996362,-50.10000000000044,0.0
135,164.0,0.010000000000218279,-17.399999999999963,-1.0009149608420425
136,302.0,0.019999999999527063,-31.20000000000016,-0.8098669147433537
137,500.0,0.02999999999974534,-50.10000000000044,0.0
138,342.0,0.019999999999527063,-35.200000000000216,-0.8811765598389525
139,500.0,0.040000000000873115,-50.10000000000044,3.136380044566067e-14
140,38.0,0.009999999999308784,-4.8000000000000025,-0.8807997369051526
141,500.0,0.03999999999996362,-50.10000000000044,5.154765503334602e-13
142,413.0,0.030000000000654836,-42.30000000000032,-0.8938190210853267
143,500.0,0.03999999999996362,-50.10000000000044,0.0
144,500.0,0.03999999999996362,-50.10000000000044,0.0
145,500.0,0.03999999999996362,-50.10000000000044,0.0
146,500.0,0.03999999999996362,-50.10000000000044,0.0
