episode,length,time,reward,delta
0,500.0,0.030000000000654836,-2778.0,-0.8150671638099993
1,467.0,0.039999999999054126,-2545.0,100.0
2,38.0,0.0,-37.0,10.0
3,53.0,0.010000000000218279,-52.0,1.0
4,54.0,0.0,-251.0,0.09999999999999432
5,29.0,0.0,71.0,0.010000000000005116
6,51.0,0.010000000000218279,49.0,0.0010000000000047748
7,41.0,0.0,-238.0,0.00010000000000331966
8,42.0,0.010000000000218279,-41.0,1.0000000003174137e-05
9,56.0,0.0,-154.0,9.999999974752427e-07
10,94.0,0.010000000000218279,-192.0,9.999999406318238e-08
11,26.0,0.010000000000218279,-25.0,9.999993721976352e-09
12,32.0,0.0,68.0,1.0000036354540498e-09
13,94.0,0.010000000000218279,-390.0,1.000017846308765e-10
14,83.0,0.0,-181.0,1.000444171950221e-11
15,60.0,0.00999999999839929,-158.0,9.947598300641403e-13
16,22.0,0.0,-21.0,9.947598300641403e-14
17,29.0,0.0,-127.0,1.4210854715202004e-14
18,15.0,0.0,85.0,0.0
19,19.0,0.010000000000218279,81.0,0.0
20,61.0,0.0,-258.0,0.0
21,25.0,0.0,-123.0,0.0
22,32.0,0.010000000000218279,68.0,0.0
23,57.0,0.0,-155.0,0.0
24,61.0,0.0,-456.0,0.0
25,26.0,0.010000000000218279,74.0,0.0
26,46.0,0.0,-45.0,0.0
27,70.0,0.010000000000218279,-168.0,0.0
28,54.0,0.0,-53.0,0.0
29,46.0,0.0,-243.0,0.0
30,46.0,0.010000000000218279,-45.0,0.0
31,20.0,0.0,80.0,0.0
32,29.0,0.0,71.0,0.0
33,24.0,0.010000000000218279,76.0,0.0
34,73.0,0.0,-270.0,0.0
35,63.0,0.010000000000218279,-161.0,0.0
36,29.0,0.0,-127.0,0.0
37,27.0,0.0,73.0,0.0
38,30.0,0.0,70.0,0.0
39,43.0,0.010000000000218279,-42.0,0.0
40,83.0,0.0,-280.0,0.0
41,42.0,0.00999999999839929,-239.0,0.0
42,43.0,0.0,-42.0,0.0
43,49.0,0.0,-147.0,0.0
44,80.0,0.010000000000218279,-178.0,0.0
45,17.0,0.0,83.0,0.0
46,26.0,0.0,74.0,0.0
47,79.0,0.0,-276.0,0.0
48,72.0,0.010000000000218279,-368.0,0.0
49,20.0,0.0,80.0,0.0
50,25.0,0.0,75.0,0.0
51,21.0,0.0,79.0,0.0
52,20.0,0.0,80.0,0.0
53,20.0,0.0,80.0,0.0
54,18.0,0.0,82.0,0.0
55,41.0,0.0,-238.0,0.0
56,44.0,0.010000000000218279,-142.0,0.0
57,58.0,0.0,-255.0,0.0
58,63.0,0.010000000000218279,-161.0,0.0
59,30.0,0.0,70.0,0.0
60,37.0,0.0,-36.0,0.0
61,56.0,0.010000000000218279,-55.0,0.0
62,20.0,0.0,80.0,0.0
63,28.0,0.0,72.0,0.0
64,50.0,0.0,-247.0,0.0
65,16.0,0.00999999999839929,84.0,0.0
66,35.0,0.0,-34.0,0.0
67,36.0,0.0,-35.0,0.0
68,26.0,0.0,74.0,0.0
69,36.0,0.010000000000218279,-35.0,0.0
70,24.0,0.0,76.0,0.0
71,36.0,0.0,-134.0,0.0
72,23.0,0.0,77.0,0.0
73,31.0,0.010000000000218279,69.0,0.0
74,36.0,0.0,-35.0,0.0
75,39.0,0.0,-137.0,0.0
76,31.0,0.010000000000218279,-30.0,0.0
77,18.0,0.0,82.0,0.0
78,16.0,0.0,84.0,0.0
79,17.0,0.0,83.0,0.0
80,20.0,0.0,80.0,0.0
81,22.0,0.0,78.0,0.0
82,22.0,0.010000000000218279,78.0,0.0
83,34.0,0.0,-33.0,0.0
84,20.0,0.0,-19.0,0.0
85,16.0,0.0,84.0,0.0
86,23.0,0.0,-22.0,0.0
87,31.0,0.0,69.0,0.0
88,47.0,0.0,-244.0,0.0
89,20.0,0.0,80.0,0.0
90,29.0,0.010000000000218279,-28.0,0.0
91,20.0,0.0,80.0,0.0
92,18.0,0.0,82.0,0.0
93,58.0,0.0,-156.0,0.0
94,52.0,0.010000000000218279,-249.0,0.0
95,22.0,0.0,78.0,0.0
96,18.0,0.0,82.0,0.0
97,26.0,0.0,74.0,0.0
98,32.0,0.00999999999839929,-31.0,0.0
99,23.0,0.0,77.0,0.0
100,27.0,0.0,73.0,0.0
101,16.0,0.0,84.0,0.0
102,24.0,0.010000000000218279,76.0,0.0
103,33.0,0.0,67.0,0.0
104,14.0,0.0,86.0,0.0
105,20.0,0.0,80.0,0.0
106,22.0,0.0,78.0,0.0
107,48.0,0.010000000000218279,-146.0,0.0
108,30.0,0.0,70.0,0.0
109,22.0,0.0,-21.0,0.0
110,27.0,0.0,73.0,0.0
111,52.0,0.010000000000218279,-51.0,0.0
112,14.0,0.0,86.0,0.0
113,69.0,0.010000000000218279,-365.0,0.0
114,20.0,0.0,80.0,0.0
115,20.0,0.0,80.0,0.0
116,46.0,0.0,-45.0,0.0
117,19.0,0.0,-18.0,0.0
118,27.0,0.010000000000218279,73.0,0.0
119,14.0,0.0,86.0,0.0
120,16.0,0.0,84.0,0.0
121,14.0,0.0,86.0,0.0
122,16.0,0.0,84.0,0.0
123,46.0,0.010000000000218279,-45.0,0.0
124,24.0,0.0,76.0,0.0
125,23.0,0.0,77.0,0.0
126,22.0,0.0,78.0,0.0
127,27.0,0.0,73.0,0.0
128,16.0,0.0,84.0,0.0
129,25.0,0.0,-24.0,0.0
130,27.0,0.0,73.0,0.0
131,31.0,0.0,-30.0,0.0
132,27.0,0.010000000000218279,-26.0,0.0
133,23.0,0.0,77.0,0.0
134,19.0,0.0,81.0,0.0
135,18.0,0.0,82.0,0.0
136,14.0,0.0,86.0,0.0
137,21.0,0.0,79.0,0.0
138,22.0,0.0,78.0,0.0
139,17.0,0.0,83.0,0.0
