steps,time,reward,delta,converged
1,0.040000000000873115,-5.347305389221557,100.11198902347085,False
2,0.039999999999054126,-4.779193205944798,100.11198902347085,False
3,0.0,-3.6944444444444446,100.11198902347085,False
4,0.0,-4.0625,100.11198902347085,False
5,0.010000000000218279,-0.9661016949152542,100.11198902347085,False
6,0.0,-5.9,100.11198902347085,False
7,0.0,3.391304347826087,100.11198902347085,False
8,0.010000000000218279,1.0612244897959184,100.11198902347085,False
9,0.0,0.6557377049180327,100.11198902347085,False
10,0.010000000000218279,1.9705882352941178,100.11198902347085,False
11,0.0,-2.830188679245283,100.11198902347085,False
12,0.010000000000218279,-6.431192660550459,100.11198902347085,False
13,0.0,3.04,100.11198902347085,False
14,0.010000000000218279,-8.688311688311689,100.11198902347085,False
15,0.0,-6.116883116883117,100.11198902347085,False
16,0.010000000000218279,-7.225225225225225,100.11198902347085,False
17,0.010000000000218279,-3.6339285714285716,100.11198902347085,False
18,0.0,-0.8666666666666667,100.11198902347085,False
19,0.0,-0.8888888888888888,100.11198902347085,False
20,0.0,-3.8529411764705883,100.11198902347085,False
21,0.010000000000218279,-2.4696969696969697,100.11198902347085,False
22,0.0,-11.313432835820896,100.11198902347085,False
23,0.00999999999839929,-3.6216216216216215,100.11198902347085,False
24,0.0,5.733333333333333,100.11198902347085,False
25,0.0,-0.9130434782608695,100.11198902347085,False
26,0.010000000000218279,-6.9397590361445785,100.11198902347085,False
27,0.0,-3.2045454545454546,100.11198902347085,False
28,0.0,1.8055555555555556,100.11198902347085,False
29,0.010000000000218279,-4.161290322580645,100.11198902347085,False
30,0.0,-4.379310344827586,100.11198902347085,False
31,0.0,-15.071428571428571,100.11198902347085,False
32,0.0,-0.9285714285714286,100.11198902347085,False
33,0.0,-7.15625,100.11198902347085,False
34,0.010000000000218279,-0.9487179487179487,100.11198902347085,False
35,0.0,-0.9285714285714286,100.11198902347085,False
36,0.0,4.315789473684211,100.11198902347085,False
37,0.0,-2.8653846153846154,100.11198902347085,False
38,0.010000000000218279,-3.9393939393939394,100.11198902347085,False
39,0.0,-0.9047619047619048,100.11198902347085,False
40,0.0,-3.3095238095238093,100.11198902347085,False
41,0.0,-3.2045454545454546,100.11198902347085,False
42,0.010000000000218279,3.8095238095238093,100.11198902347085,False
43,0.0,-4.62962962962963,100.11198902347085,False
44,0.0,-5.0,100.11198902347085,False
45,0.010000000000218279,-8.308641975308642,100.11198902347085,False
46,0.0,2.740740740740741,100.11198902347085,False
47,0.00999999999839929,-0.9459459459459459,100.11198902347085,False
48,0.0,3.8095238095238093,100.11198902347085,False
49,0.0,2.740740740740741,100.11198902347085,False
50,0.0,-6.673076923076923,100.11198902347085,False
51,0.0,-0.8888888888888888,100.11198902347085,False
52,0.0,-0.9166666666666666,100.11198902347085,False
53,0.0,-0.8571428571428571,100.11198902347085,False
54,0.0,5.733333333333333,100.11198902347085,False
55,0.0,5.733333333333333,100.11198902347085,False
56,0.0,4.611111111111111,100.11198902347085,False
57,0.0,4.9411764705882355,100.11198902347085,False
58,0.020000000000436557,2.15625,100.11198902347085,False
59,0.0,-0.9565217391304348,100.11198902347085,False
60,0.0,-5.355555555555555,100.11198902347085,False
61,0.0,-8.576923076923077,100.11198902347085,False
62,0.010000000000218279,-6.157894736842105,100.11198902347085,False
63,0.0,4.9411764705882355,100.11198902347085,False
64,0.0,-5.454545454545454,100.11198902347085,False
65,0.0,4.9411764705882355,100.11198902347085,False
66,0.010000000000218279,-3.6944444444444446,100.11198902347085,False
67,0.0,3.391304347826087,100.11198902347085,False
68,0.0,-0.9166666666666666,100.11198902347085,False
69,0.0,4.611111111111111,100.11198902347085,False
70,0.010000000000218279,-11.64864864864865,100.11198902347085,False
71,0.0,-7.573333333333333,100.11198902347085,False
72,0.0,-0.875,100.11198902347085,False
73,0.010000000000218279,-6.157894736842105,100.11198902347085,False
74,0.0,-0.9166666666666666,100.11198902347085,False
75,0.0,4.315789473684211,100.11198902347085,False
76,0.0,3.391304347826087,100.11198902347085,False
77,0.0,-3.7714285714285714,100.11198902347085,False
78,0.00999999999839929,4.315789473684211,100.11198902347085,False
79,0.0,-0.9411764705882353,100.11198902347085,False
80,0.0,-0.9090909090909091,100.11198902347085,False
81,0.010000000000218279,-2.426470588235294,100.11198902347085,False
82,0.0,3.2083333333333335,100.11198902347085,False
83,0.0,-3.255813953488372,100.11198902347085,False
84,0.0,-4.129032258064516,100.11198902347085,False
85,0.0,4.9411764705882355,100.11198902347085,False
86,0.0,3.391304347826087,100.11198902347085,False
87,0.010000000000218279,-4.03125,100.11198902347085,False
88,0.0,3.8095238095238093,100.11198902347085,False
89,0.0,-0.9375,100.11198902347085,False
90,0.0,6.769230769230769,100.11198902347085,False
91,0.010000000000218279,-5.682539682539683,100.11198902347085,False
92,0.0,5.733333333333333,100.11198902347085,False
93,0.0,6.769230769230769,100.11198902347085,False
94,0.0,-4.92,100.11198902347085,False
95,0.0,-0.9,100.11198902347085,False
96,0.010000000000218279,-0.9428571428571428,100.11198902347085,False
97,0.0,-0.9090909090909091,100.11198902347085,False
98,0.0,-3.0638297872340425,100.11198902347085,False
99,0.0,6.769230769230769,100.11198902347085,False
100,0.010000000000218279,4.611111111111111,100.11198902347085,False
