steps,time,reward,delta,converged
1,0.0,248.7,100.0,False
2,0.0,570.49,70.0,False
3,0.0,978.8559999999999,49.0,False
4,0.0,1392.8912999999998,34.3,False
5,0.0,1772.441379999999,24.010000000000005,False
6,0.0,2100.934194999999,16.807000000000016,False
7,0.0,2374.8445967999996,11.764900000000011,False
8,0.0,2597.3576799699995,8.235430000000008,False
9,0.009999999999990905,2774.659899526,5.764801000000006,False
10,0.0,2913.8515961511,4.0353607000000125,False
11,0.0,3021.841883843799,2.8247524900000087,False
12,0.0,3104.81051398008,1.977326743000006,False
13,0.0,3165.698336377278,1.3841287201000227,False
14,0.0,3209.2983910604285,0.9688901040700273,False
15,0.0,3239.818429338633,0.678223072849022,False
16,0.0,3261.182456133377,0.4747561509943097,False
17,0.0,3276.137274889697,0.33232930569602104,False
18,0.0,3286.605648019122,0.23263051398721046,False
19,0.0,3293.9335092097176,0.1628413597910594,False
20,0.0,3299.063012043137,0.11398895185374158,False
21,0.0,3302.653664026529,0.07979226629763048,False
22,0.0,3305.1671204149034,0.055854586408344176,False
23,0.0,3306.9265398867665,0.039098210485832396,False
24,0.0,3308.1581335170686,0.027368747340119626,False
25,0.0,3309.020249058283,0.019158123138083738,False
26,0.0,3309.6237299371305,0.013410686196664301,False
27,0.0,3310.0461665523253,0.00938748033766501,False
28,0.0,3310.341872182961,0.00657123623636835,False
29,0.0,3310.548866124405,0.004599865365463529,False
30,0.0,3310.693761883417,0.0032199057558273125,False
31,0.0,3310.7951889147243,0.002253934029113225,False
32,0.0,3310.866187836642,0.0015777538203849417,False
33,0.0,3310.915887081982,0.0011044276742779857,False
34,0.0,3310.9506765537208,0.0007730993719974322,False
35,0.0,3310.9750291839377,0.000541169560406729,False
36,0.0,3310.992076025091,0.0003788186922975001,False
37,0.0,3311.004008813896,0.0002651730846139344,False
38,0.0,3311.012361766062,0.00018562115923259626,False
39,0.0,3311.018208832575,0.00012993481145784358,False
40,0.0,3311.0223017791377,9.095436803363555e-05,False
41,0.0,3311.0251668417286,6.366805761359728e-05,False
42,0.0,3311.027172385543,4.4567640344439496e-05,False
43,0.0,3311.0285762662133,3.119734824963416e-05,False
44,0.009999999999990905,3311.0295589826833,2.18381437662174e-05,False
45,0.0,3311.030246884211,1.5286700659089547e-05,False
46,0.0,3311.030728415281,1.0700690495468734e-05,False
47,0.0,3311.0310654870304,7.490483341143772e-06,True
