params,time,steps,reward_mean,reward_median,reward_min,reward_max,reward_std
"{""discount_factor"": 0.0}",2.6399999999999864,100,-1.0,-1.0,-1.0,-1.0,0.0
"{""discount_factor"": 0.1}",2.7700000000000387,100,-1.0,-1.0,-1.0,-1.0,0.0
"{""discount_factor"": 0.2}",2.1899999999999977,100,-1.6913461538461536,6.769230769230769,-13.375,6.769230769230769,9.94235646655199
"{""discount_factor"": 0.3}",2.1999999999999886,100,-2.0942307692307693,6.769230769230769,-13.375,6.769230769230769,9.99933318782725
"{""discount_factor"": 0.4}",2.1999999999999886,100,-1.8927884615384618,6.769230769230769,-13.375,6.769230769230769,9.972920192095902
"{""discount_factor"": 0.5}",2.2800000000000296,100,-4.108653846153846,-13.375,-13.375,6.769230769230769,10.039832880469248
"{""discount_factor"": 0.6}",2.3899999999999864,100,-4.5115384615384615,-13.375,-13.375,6.769230769230769,9.999333187827249
"{""discount_factor"": 0.7}",2.240000000000009,100,-2.4971153846153853,6.769230769230769,-13.375,6.769230769230769,10.039832880469248
"{""discount_factor"": 0.8}",2.319999999999993,100,-3.3028846153846154,-3.3028846153846154,-13.375,6.769230769230769,10.072115384615383
"{""discount_factor"": 0.9}",2.3700000000000045,100,-2.6985576923076917,6.769230769230769,-13.375,6.769230769230769,10.053969230659614
