episode,length,time,reward,delta
0,36.0,0.010000000000218279,-4.600000000000001,-0.9996375228679832
1,9.0,0.0,-1.9,-0.9995762222340696
2,18.0,0.0,-2.8000000000000007,-0.9999654821459588
3,23.0,0.0,-3.3000000000000007,-0.9099382654352303
4,23.0,0.0,-3.3000000000000007,-0.9096696800092381
5,28.0,0.010000000000218279,-3.800000000000001,-1.0004601865229517
6,35.0,0.0,-4.500000000000002,-0.9096795102456304
7,30.0,0.0,-4.000000000000002,-0.09096795102456301
8,14.0,0.0,-2.4000000000000004,-0.909619071338981
9,35.0,0.0,-4.500000000000002,-0.9998798583701152
10,15.0,0.010000000000218279,-2.5,-0.9005912482664659
11,62.0,0.0,-7.199999999999994,-0.009096795102456312
12,5.0,0.010000000000218279,-1.5,-0.7610239811919903
13,14.0,0.0,-2.4000000000000004,-0.9996547311404016
14,50.0,0.0,-5.999999999999998,-0.9098789874842564
15,27.0,0.0,-3.700000000000001,-0.9993727157920372
16,9.0,0.0,-1.9,-0.09999654821459592
17,175.0,0.019999999999527063,-18.49999999999998,-0.09098789874842561
18,19.0,0.0,-2.9000000000000004,-0.7086439206832994
19,12.0,0.0,-2.2,-0.9100569972105613
20,50.0,0.010000000000218279,-5.999999999999998,-0.999762960665521
21,75.0,0.010000000000218279,-8.49999999999999,-1.0002722570239335
22,62.0,0.0,-7.199999999999994,-0.9999672081365998
23,41.0,0.009999999999308784,-5.100000000000001,-0.9996073149881546
24,18.0,0.0,-2.8000000000000007,-0.999810407846474
25,13.0,0.0,-2.3,-0.999525157552757
26,8.0,0.0,-1.7999999999999998,-0.7071709491801628
27,20.0,0.0,-3.0000000000000004,-0.9006187639261972
28,31.0,0.0,-4.100000000000001,-0.893256306742222
29,142.0,0.010000000000218279,-15.199999999999966,-1.0002599479441383
30,65.0,0.0,-7.499999999999993,-0.9098874260613928
31,21.0,0.0,-3.1000000000000005,-0.09996375228679832
32,45.0,0.0,-5.5,-0.09996547311404014
33,7.0,0.0,-1.7,-0.6775912017821775
34,4.0,0.0,-1.4,-0.6739812846103016
35,44.0,0.0,-5.4,-0.7892245375328732
36,20.0,0.010000000000218279,-3.0000000000000004,-0.644873609936327
37,52.0,0.0,-6.1999999999999975,-0.99940886477662
38,43.0,0.010000000000218279,-5.300000000000001,-0.8997211900470041
39,15.0,0.0,-2.5,-0.6911932281560935
40,16.0,0.0,-2.6000000000000005,-0.5964701470370828
41,28.0,0.0,-3.800000000000001,-0.09999672081365996
42,26.0,0.0,-3.600000000000001,-0.8450917054862982
43,12.0,0.0,-2.2,-0.06448736099363273
44,58.0,0.010000000000218279,-6.799999999999995,-0.9102237905001991
45,98.0,0.010000000000218279,-10.799999999999981,-0.9100401184953248
46,32.0,0.0,-4.200000000000001,-0.9096840675010848
47,259.0,0.019999999999527063,-26.900000000000098,-0.9004079134338949
48,21.0,0.010000000000218279,-3.1000000000000005,-0.5180296823857373
49,27.0,0.0,-3.700000000000001,-0.9098212911895572
50,49.0,0.010000000000218279,-5.899999999999999,-0.09006187639261976
51,27.0,0.0,-3.700000000000001,-0.9098995317367323
52,60.0,0.010000000000218279,-6.999999999999995,-0.009996375228679799
53,42.0,0.0,-5.200000000000001,-0.8226931391656702
54,16.0,0.0,-2.6000000000000005,-0.5887277122482557
55,51.0,0.0,-6.099999999999998,-0.5842901014150472
56,87.0,0.009999999999308784,-9.699999999999985,-0.47920393974557374
57,39.0,0.0,-4.900000000000002,-0.8384336138314703
58,42.0,0.0,-5.200000000000001,-0.999284572327625
59,14.0,0.0,-2.4000000000000004,-0.6867360352931751
60,56.0,0.010000000000218279,-6.599999999999996,-0.0009996375228680243
61,39.0,0.0,-4.900000000000002,-0.6839407075501193
62,24.0,0.0,-3.400000000000001,-0.6831678958532883
63,38.0,0.0,-4.8000000000000025,-0.9095096836286513
64,39.0,0.009999999999308784,-4.900000000000002,-0.5342760915874157
65,17.0,0.0,-2.7,-0.504029820199752
66,28.0,0.0,-3.800000000000001,-0.7600108469688458
67,20.0,0.0,-3.0000000000000004,-1.0001272860859638
68,74.0,0.010000000000218279,-8.39999999999999,-0.9998977576018955
69,37.0,0.0,-4.700000000000002,-0.6556539648088924
70,21.0,0.0,-3.1000000000000005,-0.6981953783985878
71,25.0,0.0,-3.500000000000001,-0.5328891660517929
72,45.0,0.0,-5.5,-0.9099866830828215
73,23.0,0.009999999999308784,-3.3000000000000007,-0.9097647702197276
74,29.0,0.0,-3.9000000000000012,-0.0760010846968846
75,54.0,0.010000000000218279,-6.399999999999997,-0.9099755975435176
76,138.0,0.010000000000218279,-14.799999999999967,-0.6801488406992668
77,17.0,0.0,-2.7,-0.5666024143662931
78,31.0,0.010000000000218279,-4.100000000000001,-0.5745522748284067
79,40.0,0.0,-5.000000000000002,-0.5188321419924022
80,43.0,0.009999999999308784,-5.300000000000001,-0.789188256070682
81,42.0,0.0,-5.200000000000001,-0.9997288486035428
82,31.0,0.010000000000218279,-4.100000000000001,-0.6575399842789722
83,56.0,0.0,-6.599999999999996,-0.6005763732827848
84,39.0,0.0,-4.900000000000002,-0.9999192831290252
85,39.0,0.0,-4.900000000000002,-0.6218425706624793
86,13.0,0.010000000000218279,-2.3,-0.5668734771187981
87,33.0,0.0,-4.300000000000002,-0.056687347711879776
88,10.0,0.0,-2.0,-0.053288916605179315
89,36.0,0.0,-4.600000000000001,-0.8992365270922515
90,51.0,0.0,-6.099999999999998,-0.9013619380023157
91,69.0,0.0,-7.8999999999999915,-0.06801488406992662
92,97.0,0.010000000000218279,-10.699999999999982,-0.909909457974142
93,93.0,0.010000000000218279,-10.299999999999983,-0.08450917054862983
94,26.0,0.0,-3.600000000000001,-0.7741209792304397
95,25.0,0.009999999999308784,-3.500000000000001,-0.47556393825807164
96,25.0,0.0,-3.500000000000001,-0.6858940995077867
97,10.0,0.0,-2.0,-0.6467761605848266
98,41.0,0.0,-5.100000000000001,-0.005668734771188011
99,64.0,0.010000000000218279,-7.399999999999993,-0.5193194088859094
100,24.0,0.0,-3.400000000000001,-0.7057945454040291
101,105.0,0.010000000000218279,-11.499999999999979,-1.000578673910285
102,84.0,0.010000000000218279,-9.399999999999986,-0.06556539648088922
103,29.0,0.0,-3.9000000000000012,-0.6194643228530534
104,44.0,0.009999999999308784,-5.4,-0.5511894783668688
105,112.0,0.010000000000218279,-12.199999999999976,-0.7716137530734593
106,9.0,0.0,-1.9,-0.008450917054863005
107,48.0,0.010000000000218279,-5.799999999999999,-0.6047126772439566
108,55.0,0.0,-6.4999999999999964,-1.0001534605394538
109,50.0,0.010000000000218279,-5.999999999999998,-0.09998104078464742
110,45.0,0.0,-5.5,-0.7109508318105557
111,42.0,0.009999999999308784,-5.200000000000001,-0.9998472243194153
112,70.0,0.0,-7.999999999999991,-0.5726416931867195
113,20.0,0.0,-3.0000000000000004,-0.5992403002952977
114,32.0,0.0,-4.200000000000001,-1.0002480622533139
115,25.0,0.0,-3.500000000000001,-0.5128547265046424
116,77.0,0.0,-8.699999999999989,-0.9099411786293813
117,30.0,0.0,-4.000000000000002,-0.6900316333082869
118,34.0,0.0,-4.400000000000002,-0.5261212044950574
119,43.0,0.0,-5.300000000000001,-0.5114106738464153
120,55.0,0.0,-6.4999999999999964,-0.496983574730711
121,47.0,0.010000000000218279,-5.699999999999999,-0.9994274147496296
122,58.0,0.0,-6.799999999999995,-0.7284682172888918
123,27.0,0.0,-3.700000000000001,-0.5234377361077502
124,14.0,0.0,-2.4000000000000004,-0.057264169318671954
125,25.0,0.0,-3.500000000000001,-0.06047126772439548
126,134.0,0.009999999999308784,-14.399999999999968,-0.8843770545996235
127,207.0,0.010000000000218279,-21.700000000000024,-0.9099529034712126
128,38.0,0.0,-4.8000000000000025,-0.5328884122195283
129,18.0,0.0,-2.8000000000000007,-0.7245130565653118
130,90.0,0.010000000000218279,-9.999999999999984,-0.49457857513992187
131,23.0,0.0,-3.3000000000000007,-0.06218425706624786
132,140.0,0.010000000000218279,-14.999999999999966,-0.8286438389214904
133,33.0,0.010000000000218279,-4.300000000000002,-0.1000272257023932
134,33.0,0.0,-4.300000000000002,-0.9098684846958951
135,49.0,0.010000000000218279,-5.899999999999999,-0.4861191300909675
136,53.0,0.0,-6.299999999999997,-0.10001272860859622
137,67.0,0.0,-7.699999999999992,-0.09997288486035427
138,17.0,0.0,-2.7,-0.4830514412752924
139,4.0,0.0,-1.4,-0.4648758772063677
140,27.0,0.0,-3.700000000000001,-0.010001272860859611
141,45.0,0.010000000000218279,-5.5,-0.09095096836286509
142,157.0,0.010000000000218279,-16.69999999999996,-1.0002692291851505
143,18.0,0.0,-2.8000000000000007,-0.06858940995077867
144,39.0,0.010000000000218279,-4.900000000000002,-0.6898025105424339
145,24.0,0.0,-3.400000000000001,-0.0008450917054863005
146,59.0,0.009999999999308784,-6.899999999999995,-0.009999672081365985
147,34.0,0.0,-4.400000000000002,-0.04861191300909673
148,55.0,0.010000000000218279,-6.4999999999999964,-0.5553428262389593
149,7.0,0.0,-1.7,-0.04648758772063677
150,15.0,0.010000000000218279,-2.5,-0.5105545693790075
151,17.0,0.0,-2.7,-0.053288841221952876
152,107.0,0.010000000000218279,-11.699999999999978,-0.10002599479441387
153,42.0,0.0,-5.200000000000001,-0.6327760895136443
154,62.0,0.0,-7.199999999999994,-0.9099178717577553
155,31.0,0.0,-4.100000000000001,-0.005726416931867151
156,31.0,0.0,-4.100000000000001,-0.5805278707075232
157,187.0,0.020000000000436557,-19.699999999999996,-0.8367392797615611
158,72.0,0.0,-8.19999999999999,-1.0001034100627229
159,203.0,0.019999999999527063,-21.30000000000002,-0.5247190397666976
160,66.0,0.010000000000218279,-7.5999999999999925,-0.5666656998263826
161,63.0,0.0,-7.299999999999994,-0.06575399842789731
162,37.0,0.010000000000218279,-4.700000000000002,-0.052343773610775024
163,52.0,0.0,-6.1999999999999975,-0.5241206145071651
164,63.0,0.0,-7.299999999999994,-0.5924740719688442
